time,Power(W),Load_kW,shortwave_radiation_instant,direct_normal_irradiance_instant,diffuse_radiation_instant,CLRSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SRF_ALB,temperature_2m ,relative_humidity_2m ,surface_pressure,wind_speed_10m,wind_direction_10m,direct_radiation_instant,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,uv_index,dew_point_2m,WS50M,WD50M,latitude,longitude,number,expver,cbh,cloud_cover_high,cloud_cover_low,cloud_cover_mid,cloud_cover,tciw,hour,day_of_year,month,day_of_week,is_day,solar_elevation
05/01/2016 00:00,0,0.258183191,0,0,0,0,0,0,30.46,73.5,100.83,4.54,184,0,0,0,0,0,25.18,5.18,183.7,9.67,80.18,0,1,2989.5193,96.21,3.83,6.85,96.68,0.006325651,0,122,5,6,0,0
05/01/2016 01:00,0,0.148649408,0,0,0,0,0,0,30.11,76.2,100.77,4.42,193.1,0,0,0,0,0,25.45,5.06,192.8,9.67,80.18,0,1,490.3181,89.92,13.97,3.27,91.95,0.005482085,1,122,5,6,0,0
05/01/2016 02:00,0,0.284226273,0,0,0,0,0,0,29.8,78.29,100.73,4.12,200,0,0,0,0,0,25.62,4.73,199.9,9.67,80.18,0,1,473.6604,86.36,26.27,1.4,90.05,0.004107609,2,122,5,6,0,0
05/01/2016 03:00,0,0.43522265,0,0,0,0,0,0,29.58,79.52,100.74,3.67,206.4,0,0,0,0,0,25.68,4.28,206.4,9.67,80.18,0,1,536.74585,83.48,21.48,4.33,88.34,0.002683159,3,122,5,6,0,0
05/01/2016 04:00,0,0.132108543,0,0,0,0,0,0,29.44,80.36,100.78,3.27,212.8,0,0,0,0,0,25.71,3.86,212.8,9.67,80.18,0,1,688.27466,78.07,23.01,7.99,83.45,0.003248537,4,122,5,6,0,0
05/01/2016 05:00,0,0.166611375,16.45,56.4,15,16.55,0.28,0.08,29.38,80.69,100.85,2.94,220,7.17,7.24,0.86,0,0.03,25.72,3.46,219.8,9.67,80.18,0,1,3299.438,64.69,15.25,7.56,67.59,0.002180303,5,122,5,6,0,0
05/01/2016 06:00,927.5454545,3.120827895,194.68,382.92,84.07,196.1,0.54,0.07,29.68,78.91,100.92,2.91,226.5,91.78,92.43,9.69,0.08,0.38,25.64,3.11,226.7,9.67,80.18,0,1,3430.4722,85.77,22.11,21.38,87.51,0.00164319,6,122,5,6,1,2.525847918
05/01/2016 07:00,3381.545455,3.172667097,429.25,625.11,92.47,431.75,0.64,0.06,30.09,76.24,101,2.64,232.2,204.38,204.72,24.12,0.43,2.1,25.46,2.78,232.3,9.67,80.18,0,1,1079.5527,95.67,15.55,14.36,96.25,0.002378027,7,122,5,6,1,16.87435242
05/01/2016 08:00,6570.75,0.923252367,625.62,601.68,178.51,628.4,0.67,0.06,30.68,72.59,101.03,2.46,233.1,293.71,293.7,36.38,0.94,4.72,25.19,2.55,232.6,9.67,80.18,0,1,3601.895,95.12,17.96,14,96.65,0.003654838,8,122,5,6,1,31.31208047
05/01/2016 09:00,8863.583333,0.922500198,710.4,422.96,311.67,710.47,0.62,0.06,31.31,68.9,101.01,2.46,230,320.73,320.75,38.37,1.15,6.1,24.91,2.54,228.8,9.67,80.18,0,1,1256.8557,89.32,32.99,8.17,93.69,0.003647496,9,122,5,6,1,45.7836235
05/01/2016 10:00,8189.583333,0.469078391,862.6,549.03,277.04,930.4,0.67,0.05,31.93,65.28,100.95,2.57,226.1,407.09,434.45,54.52,1.96,10.65,24.55,2.64,224.2,9.67,80.18,0,1,5541.707,65.64,19.32,7.71,71.35,0.002275398,10,122,5,6,1,60.21366747
05/01/2016 11:00,10996.33333,0.407042705,947.17,578.29,273.45,973.9,0.71,0.05,32.42,62.43,100.86,2.8,223.3,445.54,454.23,59.46,2.23,12.38,24.23,2.89,220.6,9.67,80.18,0,1,4518.324,62.28,11.13,3.5,64.39,0.00122315,11,122,5,6,1,74.34735918
05/01/2016 12:00,8354.583333,0.451359271,819.35,564.16,209.54,945.67,0.63,0.05,32.67,61.78,100.75,3.06,220.6,385.35,440.82,52.43,1.91,10.45,24.28,3.21,217.7,9.67,80.18,0,1,2635.2239,44.38,7.09,3.46,47.04,0.000568844,12,122,5,6,1,84.45963679
05/01/2016 13:00,9986.75,0.017947025,797.2,658.06,194.91,844.38,0.68,0.05,32.7,62.38,100.65,3.31,218.5,375.98,394.4,49.5,1.64,8.62,24.49,3.52,215.3,9.67,80.18,0,1,1089.7739,5.42,10.08,2.2,15.53,9.28E-05,13,122,5,6,1,74.34735918
05/01/2016 14:00,8262.916667,0.135696283,635.8,607.85,170.49,680,0.65,0.05,32.7,62.53,100.58,3.56,215.5,300.27,318.22,38.47,1.06,5.5,24.52,3.8,212.3,9.67,80.18,0,1,801.5217,16.47,10.98,4.36,25.62,0.002661446,14,122,5,6,1,60.21366747
05/01/2016 15:00,4017.5,0.417020935,440.17,499.53,168.39,467.55,0.61,0.06,32.6,62.92,100.54,3.76,211.6,207.65,218.82,25.08,0.49,2.45,24.52,4.04,208.7,9.67,80.18,0,1,765.7571,19.35,13.49,2.74,29.41,0.001169448,15,122,5,6,1,45.7836235
05/01/2016 16:00,1175.416667,0.527400162,199.45,280.19,112.51,232.23,0.48,0.06,32.37,64.28,100.56,3.94,206.4,93.05,107.3,10.7,0.11,0.52,24.66,4.27,204,9.67,80.18,0,1,770.76733,17.36,12.58,5.38,27.83,0.000590822,16,122,5,6,1,31.31208047
05/01/2016 17:00,516.25,1.100453734,27.08,53.03,29.9,32.35,0.28,0.07,32.1,65.64,100.63,4.1,201.6,12.15,13.97,1.52,0.01,0.03,24.77,4.51,200.1,9.67,80.18,0,1,3402.5198,29.84,12.59,2.03,37.83,0.00044801,17,122,5,6,1,16.87435242
05/01/2016 18:00,156.25,2.477188865,0,0,0,0,0,0,31.87,66.58,100.7,4.27,198.7,0,0,0,0,0,24.79,4.75,198.2,9.67,80.18,0,1,3523.1128,31.08,20.95,3.34,44.56,0.000485847,18,122,5,6,1,2.525847918
05/01/2016 19:00,0,2.731377612,0,0,0,0,0,0,31.7,67.41,100.78,4.43,196.4,0,0,0,0,0,24.84,4.86,196,9.67,80.18,0,1,963.47266,32.76,22.48,3.41,46.39,0.000421135,19,122,5,6,0,0
05/01/2016 20:00,0,3.020824413,0,0,0,0,0,0,31.48,69.36,100.84,4.55,194,0,0,0,0,0,25.14,5.01,193.9,9.67,80.18,0,1,825.41284,33.29,17.09,1.28,44.5,0.000220942,20,122,5,6,0,0
05/01/2016 21:00,0,1.065053588,0,0,0,0,0,0,31.26,71.33,100.88,4.73,192.7,0,0,0,0,0,25.41,5.23,192.6,9.67,80.18,0,1,672.8408,12.7,17,1.07,28.23,5.98E-05,21,122,5,6,0,0
05/01/2016 22:00,0,2.382648615,0,0,0,0,0,0,31.03,73.07,100.87,4.88,194,0,0,0,0,0,25.62,5.42,193.9,9.67,80.18,0,1,529.30347,1.37,11.48,1.66,12.97,0,22,122,5,6,0,0
05/01/2016 23:00,0,1.849230938,0,0,0,0,0,0,30.81,74.82,100.83,5.11,198.6,0,0,0,0,0,25.8,5.68,198.6,9.67,80.18,0,1,594.22656,0.59,15.54,6.26,18.18,0,23,122,5,6,0,0
05/02/2016 00:00,0,0.065494983,0,0,0,0,0,0,30.56,76.65,100.78,5.35,205.1,0,0,0,0,0,25.98,5.96,205.2,9.67,80.18,0,1,579.3533,0.11,10.07,8.89,15.67,0,0,123,5,0,0,0
05/02/2016 01:00,0,0.159695122,0,0,0,0,0,0,30.3,78.56,100.72,5.53,211.6,0,0,0,0,0,26.16,6.18,211.7,9.67,80.18,0,1,446.69604,0.01,13.55,15.38,20.48,1.95E-05,1,123,5,0,0,0
05/02/2016 02:00,0,0,0,0,0,0,0,0,30.09,79.93,100.69,5.34,218.2,0,0,0,0,0,26.25,6.02,218.3,9.67,80.18,0,1,455.1648,0.46,19.28,10.52,22.26,9.77E-06,2,123,5,0,0,0
05/02/2016 03:00,0,0.19775659,0,0,0,0,0,0,29.99,80.44,100.71,5.01,224.1,0,0,0,0,0,26.26,5.69,224.4,9.67,80.18,0,1,563.57666,0.03,17.45,4.74,18.37,0,3,123,5,0,0,0
05/02/2016 04:00,0,0.057408188,0,0,0,0,0,0,29.97,80.35,100.76,4.66,228.7,0,0,0,0,0,26.24,5.39,228.8,9.67,80.18,0,1,654.2534,2.46,20.2,4.68,22.35,9.77E-06,4,123,5,0,0,0
05/02/2016 05:00,0,0.130569023,16.95,72.96,15.19,17.67,0.29,0.08,30,79.93,100.83,4.34,231.4,7.27,7.52,0.88,0,0.03,26.18,5.06,231.3,9.67,80.18,0,1,812.9231,7.8,17.41,9.38,24.21,9.77E-06,5,123,5,0,0,0
05/02/2016 06:00,909.4545455,2.614481876,195.95,399.82,73.4,198.3,0.54,0.07,30.36,77.7,100.9,4.32,232.7,91.1,92.12,9.62,0.08,0.38,26.04,4.74,233.1,9.67,80.18,0,1,846.17456,12.86,22.93,17.75,34.08,1.95E-05,6,123,5,0,1,2.575292949
05/02/2016 07:00,3303.916667,3.142052394,434.95,665.86,93.77,436.92,0.65,0.06,30.84,74.44,100.97,4.07,234,205.88,205.93,24.28,0.42,2.08,25.78,4.38,234.3,9.67,80.18,0,1,970.9961,7.07,19.31,19.71,30.29,5.25E-05,7,123,5,0,1,16.90443156
05/02/2016 08:00,6609.166667,0.84411035,648.5,715.05,125.1,652.1,0.69,0.06,31.37,71.35,101,4.1,231.5,306.27,306.05,38.51,0.99,4.95,25.57,4.4,231.6,9.67,80.18,0,1,1083.8379,6.77,14.61,14.03,26.15,3.05E-05,8,123,5,0,1,31.32328531
05/02/2016 09:00,8362,0.49368889,779.3,597.56,239.4,781.08,0.68,0.05,31.94,68.47,100.99,4.39,228.7,360.88,360.32,45.58,1.41,7.4,25.41,4.71,228.5,9.67,80.18,0,1,1221.7969,13.37,19.59,18.76,35.31,1.83E-05,9,123,5,0,1,45.77369671
05/02/2016 10:00,9927.5,0.624133923,913.35,691.69,195.46,946.88,0.71,0.05,32.38,66.31,100.95,4.73,226.7,431.5,442.5,58.03,2.07,11.2,25.26,5.08,226.3,9.67,80.18,0,1,1147.1965,2.97,11.42,10.59,17.93,0,10,123,5,0,1,60.17427478
05/02/2016 11:00,8901.25,0.199679626,944.33,662.32,254.59,992.7,0.71,0.05,32.72,64.55,100.86,5.01,225,446.22,463.93,60.52,2.26,12.45,25.12,5.38,224.5,9.67,80.18,0,1,1231.9109,0,9.53,3.29,9.54,0,11,123,5,0,1,74.24561669
05/02/2016 12:00,8432.083333,0.371071942,962.85,864.87,111,963.28,0.75,0.05,32.88,63.66,100.77,5.17,222.5,453.82,450.05,60.96,2.19,12.05,25.04,5.61,221.7,9.67,80.18,0,1,1547.4866,0.87,4.44,1.79,5.09,0,12,123,5,0,1,84.1546682
05/02/2016 13:00,6760,0.006581231,800.75,553.31,262.73,861.95,0.68,0.05,32.94,63.2,100.68,5.27,218.2,379.08,402.99,50.53,1.67,8.6,24.98,5.77,217.5,9.67,80.18,0,1,1240.1357,0.97,7.58,4.59,9.2,0,13,123,5,0,1,74.24561669
05/02/2016 14:00,8965.666667,0.181700644,650.58,582.07,229.62,695.67,0.67,0.05,32.9,63.12,100.63,5.26,212.6,308.52,326.37,39.83,1.09,5.6,24.91,5.79,211.8,9.67,80.18,0,1,1039.72,3.89,8.02,3.41,11.69,9.77E-06,14,123,5,0,1,60.17427478
05/02/2016 15:00,5058.083333,0.474379128,441.42,561.01,151.99,481.12,0.62,0.06,32.8,63.11,100.6,5.25,205,209.1,225.97,25.57,0.49,2.45,24.81,5.81,204.4,9.67,80.18,0,1,1560.5386,36.74,2.07,6.97,40.68,0.000102548,15,123,5,0,1,45.77369671
05/02/2016 16:00,2908.75,0.720780738,205.35,292.12,107.21,241.73,0.5,0.06,32.6,63.51,100.61,5.41,196.8,96.6,112.34,11.01,0.11,0.52,24.73,5.99,196.2,9.67,80.18,0,1,6470.6836,58.1,2.01,2.92,59.33,0.000163584,16,123,5,0,1,31.32328531
05/02/2016 17:00,392.75,0.894102629,27.65,60.86,25.76,34.12,0.29,0.07,32.27,64.73,100.66,5.68,189.8,12.32,14.64,1.5,0.01,0.03,24.73,6.35,189.6,9.67,80.18,0,1,6027.3203,63.23,1.17,0.01,63.46,0.000234387,17,123,5,0,1,16.90443156
05/02/2016 18:00,96,2.38555164,0,0,0,0,0,0,31.92,66.7,100.72,5.98,185.8,0,0,0,0,0,24.91,6.78,186,9.67,80.18,0,1,6017.75,83.24,2.04,0,83.4,0.000565202,18,123,5,0,1,2.575292949
05/02/2016 19:00,0,2.644216344,0,0,0,0,0,0,31.66,68.61,100.77,6.29,184.3,0,0,0,0,0,25.15,7.13,184.6,9.67,80.18,0,1,8962.523,93.8,2.9,0.01,94.43,0.001005886,19,123,5,0,0,0
05/02/2016 20:00,0,2.302462464,0,0,0,0,0,0,31.34,70.89,100.81,6.52,185.1,0,0,0,0,0,25.42,7.4,185.3,9.67,80.18,0,1,8929.992,98.92,1.95,0.01,98.92,0.001281765,20,123,5,0,0,0
05/02/2016 21:00,0,0.816522395,0,0,0,0,0,0,31.01,73.41,100.83,6.59,187.7,0,0,0,0,0,25.71,7.47,187.9,9.67,80.18,0,1,8343.211,100,4.62,0.24,100,0.00130982,21,123,5,0,0,0
05/02/2016 22:00,0,2.201283177,0,0,0,0,0,0,30.69,75.78,100.8,6.51,191.3,0,0,0,0,0,25.93,7.39,191.5,9.67,80.18,0,1,4030.0156,100,4.18,0,100,0.001258531,22,123,5,0,0,0
05/02/2016 23:00,0,2.18946132,0,0,0,0,0,0,30.43,77.7,100.74,6.31,195.4,0,0,0,0,0,26.11,7.17,195.5,9.67,80.18,0,1,4083.774,100,5.24,0.45,100,0.000759254,23,123,5,0,0,0
05/03/2016 00:00,0,0.193145129,0,0,0,0,0,0,30.24,78.93,100.67,5.97,199,0,0,0,0,0,26.19,6.84,199.1,9.67,80.18,0,1,3883.4556,71.02,3.87,3.42,74.76,0.000390631,0,124,5,1,0,0
05/03/2016 01:00,0,0,0,0,0,0,0,0,30.11,79.73,100.6,5.57,202.2,0,0,0,0,0,26.23,6.45,202.4,9.67,80.18,0,1,582.9656,16.19,7.69,1.71,23.21,0.000112302,1,124,5,1,0,0
05/03/2016 02:00,0,0.190337071,0,0,0,0,0,0,29.99,80.44,100.57,5.19,204.3,0,0,0,0,0,26.27,6.09,204.5,9.67,80.18,0,1,583.3557,5.47,7.27,2.49,12.9,1.22E-05,2,124,5,1,0,0
05/03/2016 03:00,0,0.088394422,0,0,0,0,0,0,29.92,80.93,100.6,4.86,205.4,0,0,0,0,0,26.29,5.79,205.5,9.67,80.18,0,1,572.57886,5.13,9.42,1.87,15.02,0,3,124,5,1,0,0
05/03/2016 04:00,0,0.046442462,0,0,0,0,0,0,29.86,81.3,100.65,4.45,205,0,0,0,0,0,26.33,5.39,204.9,9.67,80.18,0,1,746.739,2.65,10.93,0.32,13.58,0,4,124,5,1,0,0
05/03/2016 05:00,0,0.260428467,15.38,47.18,16.74,18.08,0.26,0.07,29.85,81.4,100.73,4.15,203,6.65,7.69,0.83,0,0.03,26.34,5,202.8,9.67,80.18,0,1,930.8042,0.01,7.59,8.51,11.29,0,5,124,5,1,0,0
05/03/2016 06:00,828.1818182,2.852089924,183.6,401.03,71.99,199.3,0.51,0.07,30.18,79.86,100.8,4.28,199.8,85.39,92.38,9.27,0.08,0.38,26.33,4.65,200.3,9.67,80.18,0,1,1045.3376,0,8.47,8.64,11.47,0,6,124,5,1,1,2.623923089
05/03/2016 07:00,3206.666667,2.999084477,433.67,614.4,99.07,437.83,0.65,0.06,30.77,76.34,100.88,4.21,198.9,204.97,206,24.24,0.43,2.1,26.13,4.53,199.4,9.67,80.18,0,1,1251.1035,0,5.62,6.33,9.02,0,7,124,5,1,1,16.93357965
05/03/2016 08:00,6438.833333,0.707587742,636.88,638.57,160.49,638.28,0.68,0.06,31.45,72.28,100.92,4.16,198.7,300.65,299.77,37.54,0.96,4.82,25.86,4.45,198.6,9.67,80.18,0,1,1357.3528,0,12.73,10.9,15.45,8.55E-06,8,124,5,1,1,31.3333568
05/03/2016 09:00,6675.75,0.6013872,789.15,614.88,218.35,790.25,0.69,0.05,32.1,68.74,100.92,4.05,200.1,366.67,365.59,46.63,1.45,7.65,25.62,4.32,199.7,9.67,80.18,0,1,1207.3982,0,19.88,8.76,22.05,0,9,124,5,1,1,45.76229142
05/03/2016 10:00,10234.83333,0.542257001,827.45,446.38,371.36,830.78,0.65,0.06,32.63,65.81,100.87,3.87,202.5,369.93,371.02,45.04,1.48,8.1,25.39,4.16,201.6,9.67,80.18,0,1,1206.4861,0,19.15,7.19,21.82,0,10,124,5,1,1,60.13275773
05/03/2016 11:00,11003.33333,0.592018576,949.62,668.26,246.36,981.15,0.72,0.05,32.98,64.16,100.78,3.65,204.2,447.02,457.36,60.23,2.24,12.38,25.28,4.01,202.7,9.67,80.18,0,1,1326.5237,0,9.29,14.48,15.43,7.57E-05,11,124,5,1,1,74.14044108
05/03/2016 12:00,9288.416667,0.259231135,891.5,615.06,254.69,948.85,0.69,0.06,33.22,63.02,100.67,3.52,205.6,419.65,441.95,56.42,2.04,11.02,25.2,3.91,203.4,9.67,80.18,0,1,1569.7532,1.6,8.01,13.21,16.98,0.000192888,12,124,5,1,1,83.85429714
05/03/2016 13:00,8986.909091,0.307689311,788.33,591.64,219.44,846.3,0.67,0.05,33.34,62.42,100.58,3.46,206.6,371.33,394.7,49.13,1.61,8.43,25.13,3.86,203.7,9.67,80.18,0,1,1307.55,0,5.68,17.64,20.66,0,13,124,5,1,1,74.14044108
05/03/2016 14:00,4043.166667,0.201002045,628.25,566.17,198.18,681.45,0.64,0.06,33.37,61.78,100.52,3.47,206.6,296.23,318.1,37.92,1.03,5.35,24.98,3.84,203.6,9.67,80.18,0,1,894.3137,0,6.64,12.88,16.21,0,14,124,5,1,1,60.13275773
05/03/2016 15:00,1913.833333,0.239369803,421.38,450.44,185.35,466.48,0.59,0.06,33.29,61.58,100.49,3.45,205.4,198.19,217.53,24.08,0.47,2.33,24.85,3.82,202.3,9.67,80.18,0,1,775.33545,1.58,10.72,11.76,19.14,2.69E-05,15,124,5,1,1,45.76229142
05/03/2016 16:00,1091.166667,0.706897982,193.65,249.35,115.82,233.38,0.47,0.06,33.07,62.21,100.52,3.43,202.6,90.75,107.72,10.45,0.1,0.5,24.8,3.79,199.9,9.67,80.18,0,1,625.9783,4.63,18.15,7.81,24.92,0.000163598,16,124,5,1,1,31.3333568
05/03/2016 17:00,430.8333333,1.06657128,24.2,49.61,26.29,32.22,0.25,0.07,32.68,64.2,100.59,3.34,199.4,10.96,13.87,1.34,0.01,0.03,24.97,3.81,197.7,9.67,80.18,0,1,758.5679,7.55,20.17,8.34,30.51,0.006730016,17,124,5,1,1,16.93357965
05/03/2016 18:00,117,2.392315323,0,0,0,0,0,0,32.29,66.41,100.68,3.34,194.9,0,0,0,0,0,25.19,3.91,194.1,9.67,80.18,0,1,596.97974,9.78,26.74,17.16,34.85,0.000791182,18,124,5,1,1,2.623923089
05/03/2016 19:00,0,2.831757854,0,0,0,0,0,0,32.06,67.45,100.75,3.55,187.6,0,0,0,0,0,25.25,4.16,187.2,9.67,80.18,0,1,578.13354,9.46,29.22,26.17,43.58,0.000214872,19,124,5,1,0,0
05/03/2016 20:00,0,2.566985179,0,0,0,0,0,0,31.82,68.65,100.81,4.02,178.6,0,0,0,0,0,25.32,4.66,178.6,9.67,80.18,0,1,550.0034,10.65,9.13,14.43,26.36,0.000228282,20,124,5,1,0,0
05/03/2016 21:00,0,0.827264035,0,0,0,0,0,0,31.57,70.77,100.83,4.63,172.2,0,0,0,0,0,25.62,5.32,172.1,9.67,80.18,0,1,628.75,3.45,21.27,6.31,24.27,0.000212409,21,124,5,1,0,0
05/03/2016 22:00,0,2.319450618,0,0,0,0,0,0,31.3,72.95,100.8,5.1,169.6,0,0,0,0,0,25.87,5.82,169.4,9.67,80.18,0,1,380.9463,2.73,14.23,6.17,17.22,9.28E-05,22,124,5,1,0,0
05/03/2016 23:00,0,2.258592756,0,0,0,0,0,0,31.01,74.96,100.74,5.4,170.3,0,0,0,0,0,26.05,6.15,170.2,9.67,80.18,0,1,352.08398,0,10.1,5.83,13.67,3.17E-05,23,124,5,1,0,0
05/04/2016 00:00,0,0.138600007,0,0,0,0,0,0,30.74,76.63,100.66,5.49,172.3,0,0,0,0,0,26.16,6.27,172.1,9.67,80.18,0,1,317.56543,0.23,10.9,4.62,13.16,0,0,125,5,2,0,0
05/04/2016 01:00,0,0.368667526,0,0,0,0,0,0,30.45,78.18,100.59,5.51,173.8,0,0,0,0,0,26.23,6.3,173.6,9.67,80.18,0,1,293.62183,0,15.38,4.36,17.09,1.22E-05,1,125,5,2,0,0
05/04/2016 02:00,0,0,0,0,0,0,0,0,30.17,79.54,100.57,5.21,176.7,0,0,0,0,0,26.26,5.98,176.6,9.67,80.18,0,1,324.65112,0.46,12.84,3.01,15.02,0,2,125,5,2,0,0
05/04/2016 03:00,0,0.261898485,0,0,0,0,0,0,29.95,80.56,100.59,4.74,180.4,0,0,0,0,0,26.25,5.49,180.3,9.67,80.18,0,1,517.44995,0,16.39,1.4,16.86,0,3,125,5,2,0,0
05/04/2016 04:00,0,0.156263016,0,0,0,0,0,0,29.79,81.24,100.65,4.23,182.7,0,0,0,0,0,26.24,4.99,182.8,9.67,80.18,0,1,730.9939,0,23.2,4.51,23.2,0,4,125,5,2,0,0
05/04/2016 05:00,0,0.129517693,14.27,26.05,17.52,17.5,0.24,0.07,29.68,81.75,100.73,3.82,183.9,6.25,7.55,0.79,0,0.03,26.24,4.49,184,9.67,80.18,0,1,951.5491,0,18.04,12.19,19.1,0,5,125,5,2,0,0
05/04/2016 06:00,1093.727273,2.718572587,171.98,349.04,87.23,193.12,0.47,0.06,29.91,80.17,100.8,3.64,183.9,80.26,89.65,8.92,0.07,0.35,26.15,3.91,184.4,9.67,80.18,0,1,1138.7471,0,19.01,19.29,24.32,0,6,125,5,2,1,2.671725845
05/04/2016 07:00,3147.181818,2.551972779,417.48,469.35,189.97,430.62,0.62,0.06,30.31,76.99,100.88,3.18,182.9,198.2,203.35,23.56,0.41,2.03,25.84,3.39,183.2,9.67,80.18,0,1,1128.242,0,14.76,19.39,22.32,0,7,125,5,2,1,16.96180903
05/04/2016 08:00,6298.1,0.806101154,587.5,491.72,217.69,589.62,0.63,0.06,30.7,74.33,100.93,3.03,180.8,273.72,274.15,33.28,0.82,4.12,25.6,3.21,180.9,9.67,80.18,0,1,1159.3542,0,12.17,17.02,19.12,0,8,125,5,2,1,31.34233576
05/04/2016 09:00,8273.363636,0.729972865,784.95,603.13,224.2,823.92,0.69,0.05,31.11,71.81,100.93,3.03,178.7,373.02,387.39,49.11,1.56,8.1,25.42,3.21,178.4,9.67,80.18,0,1,1078.9502,0,12.79,23.04,25.73,0,9,125,5,2,1,45.74948721
05/04/2016 10:00,10039,0.738416382,815.72,633.57,189.79,937.78,0.64,0.05,31.52,69.3,100.89,3.02,178.7,386.57,439.57,52.96,1.89,10.02,25.19,3.21,178,9.67,80.18,0,1,938.27783,11.79,12.92,16.91,31.67,2.93E-05,10,125,5,2,1,60.08926474
05/04/2016 11:00,9938.5,0.324265674,915.9,520.54,304.2,968.2,0.69,0.05,31.86,66.93,100.82,2.94,181.9,432.05,451.75,57.8,2.11,11.6,24.91,3.14,180.7,9.67,80.18,0,1,815.14453,28.83,15.5,10.21,41.14,0.000255171,11,125,5,2,1,74.03218715
05/04/2016 12:00,10635.9,0.20771318,860.6,522.34,291.59,937.65,0.67,0.06,32.1,65.07,100.72,2.9,187.9,406.47,437.4,54.37,1.94,10.38,24.65,3.1,186.1,9.67,80.18,0,1,800.37134,37.21,11.93,18.29,50.94,0.00156772,12,125,5,2,1,83.55861261
05/04/2016 13:00,10341.27273,0.259916925,753.15,471.19,272.64,835.12,0.64,0.05,32.22,63.79,100.64,2.87,192.9,354.32,389.88,47.14,1.53,7.85,24.4,3.07,190.7,9.67,80.18,0,1,851.3972,35.98,14.83,18.08,49.01,0.000393142,13,125,5,2,1,74.03218715
05/04/2016 14:00,2822.545455,0.50349294,511.45,279.55,258.97,670.4,0.53,0.06,32.27,63.05,100.58,2.8,194.9,242.82,313.4,32.35,0.88,4.62,24.24,3,192.7,9.67,80.18,0,1,641.3054,20.42,14.92,14.72,35.81,0.000256399,14,125,5,2,1,60.08926474
05/04/2016 15:00,3661.333333,0.482692249,309.98,247.39,166.93,457.3,0.43,0.06,32.25,63.16,100.55,2.78,192.9,147.2,213.25,19.53,0.39,1.95,24.28,2.99,190.6,9.67,80.18,0,1,742.136,9.89,15.48,15.25,28.81,0.000267381,15,125,5,2,1,45.74948721
05/04/2016 16:00,2056.75,0.519367041,147.2,98.23,111.05,224.15,0.36,0.06,32.13,63.84,100.57,2.86,187.4,69.95,103,8.89,0.09,0.45,24.35,3.1,185.5,9.67,80.18,0,1,801.4436,3.95,14.3,14.27,22.8,0.000175821,16,125,5,2,1,31.34233576
05/04/2016 17:00,670,0.948828375,20.5,11.28,23.23,30.88,0.21,0.06,31.9,64.62,100.63,2.88,182.8,9.48,13.42,1.21,0.01,0.03,24.33,3.17,182.7,9.67,80.18,0,1,686.4812,1.05,9.8,7.75,13.99,5.86E-05,17,125,5,2,1,16.96180903
05/04/2016 18:00,145.5,2.417342006,0,0,0,0,0,0,31.56,66.57,100.71,3.02,180.4,0,0,0,0,0,24.51,3.34,180.7,9.67,80.18,0,1,738.52686,0.22,11.27,5.59,14.14,1.95E-05,18,125,5,2,1,2.671725845
05/04/2016 19:00,0,2.826742717,0,0,0,0,0,0,31.36,68.52,100.78,3.22,176.1,0,0,0,0,0,24.83,3.59,176.3,9.67,80.18,0,1,684.23535,3.5,13.48,7.23,17.9,0,19,125,5,2,0,0
05/04/2016 20:00,0,2.414079868,0,0,0,0,0,0,31.17,70.69,100.84,3.49,170.9,0,0,0,0,0,25.18,3.99,171.1,9.67,80.18,0,1,830.72534,0,9.39,10.97,13.98,0,20,125,5,2,0,0
05/04/2016 21:00,0,0.872898566,0,0,0,0,0,0,31.01,72.56,100.87,3.77,167.1,0,0,0,0,0,25.5,4.38,167.2,9.67,80.18,0,1,811.27515,5.31,8.66,3.81,14.06,0,21,125,5,2,0,0
05/04/2016 22:00,0,2.211134453,0,0,0,0,0,0,30.83,74.32,100.85,4.02,166,0,0,0,0,0,25.73,4.69,166.1,9.67,80.18,0,1,954.9346,36.91,5.91,2.37,40.63,5.62E-05,22,125,5,2,0,0
05/04/2016 23:00,0,1.827119726,0,0,0,0,0,0,30.63,75.85,100.79,4.15,165.9,0,0,0,0,0,25.89,4.85,165.9,9.67,80.18,0,1,996.2095,56.87,4.19,1.26,57.47,0.000130624,23,125,5,2,0,0
05/05/2016 00:00,0,0.18631729,0,0,0,0,0,0,30.39,77.35,100.72,4.21,166.5,0,0,0,0,0,25.98,4.9,166.6,9.67,80.18,0,1,1361.1104,75.08,6.47,1.21,76.99,0.000240492,0,126,5,3,0,0
05/05/2016 01:00,0,0.181276695,0,0,0,0,0,0,30.14,78.57,100.66,4.15,166.5,0,0,0,0,0,26.02,4.84,166.5,9.67,80.18,0,1,1361.1104,88.05,7.23,3.92,88.52,0.000368674,1,126,5,3,0,0
05/05/2016 02:00,0,0.144485059,0,0,0,0,0,0,29.9,79.7,100.62,4,167.9,0,0,0,0,0,26.03,4.67,167.9,9.67,80.18,0,1,1361.1104,91.48,7.46,5.5,92.11,0.000761768,2,126,5,3,0,0
